Delta,Worst-case ESS,Total Gradients,ESS per Gradient
0.3,104.40732250598585,339518,0.00030751630990399876
0.4,159.3264182103408,589652,0.0002702041512796375
0.5,49.54285884186754,735202,6.738673023450364e-05
0.6000000000000001,159.01210015751917,1164140,0.00013659190488903326
0.7000000000000001,277.61006758020886,1188526,0.00023357509013703434
0.8,5.496797516756559,818612,6.714777595193521e-06
0.9,248.5599193050947,1679880,0.00014796290169839197
